"lek.song.type","lek","segment","obs1","obs2"
"BR1-F1","BR1",18,"u","u"
"BR1-F1","BR1",19,"u","u"
"BR1-F1","BR1",20,"u","u"
"BR2-A1","BR2",1,"u","u"
"BR2-A1","BR2",2,"u","u"
"BR2-A1","BR2",3,"u","u"
"BR2-A1","BR2",4,"u","u"
"BR2-A1","BR2",5,"d","d"
"BR2-A1","BR2",6,"u","u"
"BR2-A1","BR2",7,"d","d"
"BR2-A1","BR2",8,"u","u"
"BR2-A1","BR2",9,"p","p"
"BR2-A1","BR2",10,"p","p"
"BR2-A1","BR2",11,"p","p"
"BR2-A1","BR2",12,"f","f"
"BR2-A1","BR2",13,"f","f"
"BR2-A1","BR2",14,"f","f"
"BR2-A1","BR2",15,"f","f"
"BR2-A1","BR2",16,"d","d"
"BR2-A1","BR2",17,"p","p"
"BR2-A1","BR2",18,"p","p"
"BR2-A1","BR2",19,"u","u"
"BR2-A1","BR2",20,"d","d"
"BR2-A1","BR2",1,"u","u"
"BR2-A1","BR2",2,"u","u"
"BR2-A1","BR2",3,"u","u"
"BR2-A1","BR2",4,"u","u"
"BR2-A1","BR2",5,"d","d"
"BR2-A1","BR2",6,"u","u"
"BR2-A1","BR2",7,"d","d"
"BR2-A1","BR2",8,"u","u"
"BR2-A1","BR2",9,"p","p"
"BR2-A1","BR2",10,"p","p"
"BR2-A1","BR2",11,"p","p"
"BR2-A1","BR2",12,"f","f"
"BR2-A1","BR2",13,"f","f"
"BR2-A1","BR2",14,"f","f"
"BR2-A1","BR2",15,"f","f"
"BR2-A1","BR2",16,"f","f"
"BR2-A1","BR2",17,"d","d"
"BR2-A1","BR2",18,"p","p"
"BR2-A1","BR2",19,"u","u"
"BR2-A1","BR2",20,"d","d"
"BR2-A1","BR2",1,"u","u"
"BR2-A1","BR2",2,"u","u"
"BR2-A1","BR2",3,"u","u"
"BR2-A1","BR2",4,"u","u"
"BR2-A1","BR2",5,"d","d"
"BR2-A1","BR2",6,"u","u"
"BR2-A1","BR2",7,"u","u"
"BR2-A1","BR2",8,"d","d"
"BR2-A1","BR2",9,"u","u"
"BR2-A1","BR2",10,"p","p"
"BR2-A1","BR2",11,"p","p"
"BR2-A1","BR2",12,"p","p"
"BR2-A1","BR2",13,"f","f"
"BR2-A1","BR2",14,"f","f"
"BR2-A1","BR2",15,"f","f"
"BR2-A1","BR2",16,"d","d"
"BR2-A1","BR2",17,"d","d"
"BR2-A1","BR2",18,"p","p"
"BR2-A1","BR2",19,"u","u"
"BR2-A1","BR2",20,"d","d"
"BR2-A1","BR2",1,"p","p"
"BR2-A1","BR2",2,"p","p"
"BR2-A1","BR2",3,"p","p"
"BR2-A1","BR2",4,"u","u"
"BR2-A1","BR2",5,"d","d"
"BR2-A1","BR2",6,"p","p"
"BR2-A1","BR2",7,"u","u"
"BR2-A1","BR2",8,"d","d"
"BR2-A1","BR2",9,"u","u"
"BR2-A1","BR2",10,"p","p"
"BR2-A1","BR2",11,"p","p"
"BR2-A1","BR2",12,"p","p"
"BR2-A1","BR2",13,"f","f"
"BR2-A1","BR2",14,"f","f"
"BR2-A1","BR2",15,"f","f"
"BR2-A1","BR2",16,"f","f"
"BR2-A1","BR2",17,"d","d"
"BR2-A1","BR2",18,"p","p"
"BR2-A1","BR2",19,"u","u"
"BR2-A1","BR2",20,"d","d"
"BR1-D2","BR1",1,"u","u"
"BR1-D2","BR1",2,"d","d"
"BR1-D2","BR1",3,"u","u"
"BR1-D2","BR1",4,"u","u"
"BR1-D2","BR1",5,"m","m"
"BR1-D2","BR1",6,"m","m"
"BR1-D2","BR1",7,"m","m"
"BR1-D2","BR1",8,"m","m"
"BR1-D2","BR1",9,"m","m"
"BR1-D2","BR1",10,"m","m"
"BR1-D2","BR1",11,"d","d"
"BR1-D2","BR1",12,"d","d"
"BR1-D2","BR1",13,"d","d"
"BR1-D2","BR1",14,"d","d"
"BR1-D2","BR1",15,"d","d"
"BR1-D2","BR1",16,"d","d"
"BR1-D2","BR1",17,"d","d"
"BR1-D2","BR1",18,"d","d"
"BR1-D2","BR1",19,"d","d"
"BR1-D2","BR1",20,"d","d"
"BR1-D2","BR1",1,"u","f"
"BR1-D2","BR1",2,"d","f"
"BR1-D2","BR1",3,"u","u"
"BR1-D2","BR1",4,"u","u"
"BR1-D2","BR1",5,"m","f"
"BR1-D2","BR1",6,"m","f"
"BR1-D2","BR1",7,"m","f"
"BR1-D2","BR1",8,"m","m"
"BR1-D2","BR1",9,"m","m"
"BR1-D2","BR1",10,"m","m"
"BR1-D2","BR1",11,"d","p"
"BR1-D2","BR1",12,"d","p"
"BR1-D2","BR1",13,"d","p"
"BR1-D2","BR1",14,"d","d"
"BR1-D2","BR1",15,"d","d"
"BR1-D2","BR1",16,"d","d"
"BR1-D2","BR1",17,"d","d"
"BR1-D2","BR1",18,"d","d"
"BR1-D2","BR1",19,"d","d"
"BR1-D2","BR1",20,"d","d"
"BR1-D2","BR1",1,"u","f"
"BR1-D2","BR1",2,"d","f"
"BR1-D2","BR1",3,"u","u"
"BR1-D2","BR1",4,"u","u"
"BR1-D2","BR1",5,"u","u"
"BR1-D2","BR1",6,"u","f"
"BR1-D2","BR1",7,"m","f"
"BR1-D2","BR1",8,"m","f"
"BR1-D2","BR1",9,"m","m"
"BR1-D2","BR1",10,"m","m"
"BR1-D2","BR1",11,"m","m"
"BR1-D2","BR1",12,"d","p"
"BR1-D2","BR1",13,"d","p"
"BR1-D2","BR1",14,"d","p"
"BR1-D2","BR1",15,"d","d"
"BR1-D2","BR1",16,"d","d"
"BR1-D2","BR1",17,"d","d"
"BR1-D2","BR1",18,"d","d"
"BR1-D2","BR1",19,"d","d"
"BR1-D2","BR1",20,"d","d"
"BR2-C1","BR2",1,"p","u"
"BR2-C1","BR2",2,"p","u"
"BR2-C1","BR2",3,"p","p"
"BR2-C1","BR2",4,"p","p"
"BR2-C1","BR2",5,"u","f"
"BR2-C1","BR2",6,"d","f"
"BR2-C1","BR2",7,"p","p"
"BR2-C1","BR2",8,"m","f"
"BR2-C1","BR2",9,"m","m"
"BR2-C1","BR2",10,"m","m"
"BR2-C1","BR2",11,"m","m"
"BR2-C1","BR2",12,"m","m"
"BR2-C1","BR2",13,"m","m"
"BR2-C1","BR2",14,"m","m"
"BR2-C1","BR2",15,"m","m"
"BR2-C1","BR2",16,"d","d"
"BR2-C1","BR2",17,"d","d"
"BR2-C1","BR2",18,"d","d"
"BR2-C1","BR2",19,"d","d"
"BR2-C1","BR2",20,"d","d"
"BR2-C1","BR2",1,"p","p"
"BR2-C1","BR2",2,"p","p"
"BR2-C1","BR2",3,"p","p"
"BR2-C1","BR2",4,"p","p"
"BR2-C1","BR2",5,"u","u"
"BR2-C1","BR2",6,"d","d"
"BR2-C1","BR2",7,"p","p"
"BR2-C1","BR2",8,"m","m"
"BR2-C1","BR2",9,"m","m"
"BR2-C1","BR2",10,"m","m"
"BR2-C1","BR2",11,"m","m"
"BR2-C1","BR2",12,"m","m"
"BR2-C1","BR2",13,"m","m"
"BR2-C1","BR2",14,"m","m"
"BR2-C1","BR2",15,"m","m"
"BR2-C1","BR2",16,"d","d"
"BR2-C1","BR2",17,"d","d"
"BR2-C1","BR2",18,"d","d"
"BR2-C1","BR2",19,"d","d"
"BR2-C1","BR2",20,"d","d"
"BR2-C1","BR2",1,"p","u"
"BR2-C1","BR2",2,"p","p"
"BR2-C1","BR2",3,"p","p"
"BR2-C1","BR2",4,"p","p"
"BR2-C1","BR2",5,"u","f"
"BR2-C1","BR2",6,"d","f"
"BR2-C1","BR2",7,"p","u"
"BR2-C1","BR2",8,"m","f"
"BR2-C1","BR2",9,"m","f"
"BR2-C1","BR2",10,"m","f"
"BR2-C1","BR2",11,"m","m"
"BR2-C1","BR2",12,"m","m"
"BR2-C1","BR2",13,"m","m"
"BR2-C1","BR2",14,"m","m"
"BR2-C1","BR2",15,"m","f"
"BR2-C1","BR2",16,"d","d"
"BR2-C1","BR2",17,"d","d"
"BR2-C1","BR2",18,"d","d"
"BR2-C1","BR2",19,"d","d"
"BR2-C1","BR2",20,"d","d"
"BR2-C1","BR2",1,"p","p"
"BR2-C1","BR2",2,"p","p"
"BR2-C1","BR2",3,"p","p"
"BR2-C1","BR2",4,"u","u"
"BR2-C1","BR2",5,"d","d"
"BR2-C1","BR2",6,"p","p"
"BR2-C1","BR2",7,"p","p"
"BR2-C1","BR2",8,"m","m"
"BR2-C1","BR2",9,"m","m"
"BR2-C1","BR2",10,"m","m"
"BR2-C1","BR2",11,"m","m"
"BR2-C1","BR2",12,"m","m"
"BR2-C1","BR2",13,"m","m"
"BR2-C1","BR2",14,"m","m"
"BR2-C1","BR2",15,"m","m"
"BR2-C1","BR2",16,"d","d"
"BR2-C1","BR2",17,"d","d"
"BR2-C1","BR2",18,"d","d"
"BR2-C1","BR2",19,"d","d"
"BR2-C1","BR2",20,"d","d"
"CCE-B3","CCE",1,"p","p"
"CCE-B3","CCE",2,"p","p"
"CCE-B3","CCE",3,"p","p"
"CCE-B3","CCE",4,"p","p"
"CCE-B3","CCE",5,"u","u"
"CCE-B3","CCE",6,"p","p"
"CCE-B3","CCE",7,"m","m"
"CCE-B3","CCE",8,"m","m"
"CCE-B3","CCE",9,"m","m"
"CCE-B3","CCE",10,"m","m"
"CCE-B3","CCE",11,"m","m"
"CCE-B3","CCE",12,"m","m"
"CCE-B3","CCE",13,"m","m"
"CCE-B3","CCE",14,"m","m"
"CCE-B3","CCE",15,"m","m"
"CCE-B3","CCE",16,"d","d"
"CCE-B3","CCE",17,"d","d"
"CCE-B3","CCE",18,"u","u"
"CCE-B3","CCE",19,"d","d"
"CCE-B3","CCE",20,"u","u"
"CCE-B3","CCE",1,"p","u"
"CCE-B3","CCE",2,"p","u"
"CCE-B3","CCE",3,"p","u"
"CCE-B3","CCE",4,"p","u"
"CCE-B3","CCE",5,"u","u"
"CCE-B3","CCE",6,"p","d"
"CCE-B3","CCE",7,"m","s"
"CCE-B3","CCE",8,"m","s"
"CCE-B3","CCE",9,"m","s"
"CCE-B3","CCE",10,"m","s"
"CCE-B3","CCE",11,"m","m"
"CCE-B3","CCE",12,"m","m"
"CCE-B3","CCE",13,"m","m"
"CCE-B3","CCE",14,"m","f"
"CCE-B3","CCE",15,"d","f"
"CCE-B3","CCE",16,"d","d"
"CCE-B3","CCE",17,"d","d"
"CCE-B3","CCE",18,"u","f"
"CCE-B3","CCE",19,"d","f"
"CCE-B3","CCE",20,"u","f"
"CCE-B3","CCE",1,"p","p"
"CCE-B3","CCE",2,"p","p"
"CCE-B3","CCE",3,"p","p"
"CCE-B3","CCE",4,"p","p"
"CCE-B3","CCE",5,"u","u"
"CCE-B3","CCE",6,"p","p"
"CCE-B3","CCE",7,"p","p"
"CCE-B3","CCE",8,"m","m"
"CCE-B3","CCE",9,"m","m"
"CCE-B3","CCE",10,"m","m"
"CCE-B3","CCE",11,"m","m"
"CCE-B3","CCE",12,"m","m"
"CCE-B3","CCE",13,"m","m"
"CCE-B3","CCE",14,"m","m"
"CCE-B3","CCE",15,"d","d"
"CCE-B3","CCE",16,"d","d"
"CCE-B3","CCE",17,"d","d"
"CCE-B3","CCE",18,"u","u"
"CCE-B3","CCE",19,"d","d"
"CCE-B3","CCE",20,"u","u"
"STR-A2","STR",1,"m","m"
"STR-A2","STR",2,"m","m"
"STR-A2","STR",3,"m","m"
"STR-A2","STR",4,"m","m"
"STR-A2","STR",5,"m","m"
"STR-A2","STR",6,"m","m"
"STR-A2","STR",7,"m","m"
"STR-A2","STR",8,"m","m"
"STR-A2","STR",9,"m","m"
"STR-A2","STR",10,"m","m"
"STR-A2","STR",11,"m","m"
"STR-A2","STR",12,"m","m"
"STR-A2","STR",13,"m","m"
"STR-A2","STR",14,"m","m"
"STR-A2","STR",15,"m","m"
"STR-A2","STR",16,"m","m"
"STR-A2","STR",17,"m","m"
"STR-A2","STR",18,"m","m"
"STR-A2","STR",19,"m","m"
"STR-A2","STR",20,"m","m"
"STR-A2","STR",1,"m","m"
"STR-A2","STR",2,"m","m"
"STR-A2","STR",3,"m","m"
"STR-A2","STR",4,"m","m"
"STR-A2","STR",5,"m","m"
"STR-A2","STR",6,"m","m"
"STR-A2","STR",7,"m","m"
"STR-A2","STR",8,"m","m"
"STR-A2","STR",9,"m","m"
"STR-A2","STR",10,"m","m"
"STR-A2","STR",11,"m","m"
"STR-A2","STR",12,"m","m"
"STR-A2","STR",13,"m","m"
"STR-A2","STR",14,"m","m"
"STR-A2","STR",15,"m","m"
"STR-A2","STR",16,"m","m"
"STR-A2","STR",17,"m","m"
"STR-A2","STR",18,"m","m"
"STR-A2","STR",19,"m","m"
"STR-A2","STR",20,"m","m"
"STR-A2","STR",1,"m","m"
"STR-A2","STR",2,"m","m"
"STR-A2","STR",3,"m","m"
"STR-A2","STR",4,"m","m"
"STR-A2","STR",5,"m","m"
"STR-A2","STR",6,"m","m"
"STR-A2","STR",7,"m","m"
"STR-A2","STR",8,"m","m"
"STR-A2","STR",9,"m","m"
"STR-A2","STR",10,"m","m"
"STR-A2","STR",11,"m","m"
"STR-A2","STR",12,"m","m"
"STR-A2","STR",13,"m","m"
"STR-A2","STR",14,"m","m"
"STR-A2","STR",15,"m","m"
"STR-A2","STR",16,"m","m"
"STR-A2","STR",17,"m","m"
"STR-A2","STR",18,"m","m"
"STR-A2","STR",19,"m","m"
"STR-A2","STR",20,"m","m"
"STR-A2","STR",1,"m","m"
"STR-A2","STR",2,"m","m"
"STR-A2","STR",3,"m","m"
"STR-A2","STR",4,"m","m"
"STR-A2","STR",5,"m","m"
"STR-A2","STR",6,"m","m"
"STR-A2","STR",7,"m","m"
"STR-A2","STR",8,"m","m"
"STR-A2","STR",9,"m","m"
"STR-A2","STR",10,"m","m"
"STR-A2","STR",11,"m","m"
"STR-A2","STR",12,"m","m"
"STR-A2","STR",13,"m","m"
"STR-A2","STR",14,"m","m"
"STR-A2","STR",15,"m","m"
"STR-A2","STR",16,"m","m"
"STR-A2","STR",17,"m","m"
"STR-A2","STR",18,"m","m"
"STR-A2","STR",19,"m","m"
"STR-A2","STR",20,"m","m"
"STR-A1","STR",1,"s","s"
"STR-A1","STR",2,"s","s"
"STR-A1","STR",3,"s","s"
"STR-A1","STR",4,"s","s"
"STR-A1","STR",5,"s","s"
"STR-A1","STR",6,"s","s"
"STR-A1","STR",7,"s","s"
"STR-A1","STR",8,"s","s"
"STR-A1","STR",9,"s","s"
"STR-A1","STR",10,"s","s"
"STR-A1","STR",11,"m","m"
"STR-A1","STR",12,"m","m"
"STR-A1","STR",13,"m","m"
"STR-A1","STR",14,"m","m"
"STR-A1","STR",15,"m","m"
"STR-A1","STR",16,"m","m"
"STR-A1","STR",17,"m","m"
"STR-A1","STR",18,"m","m"
"STR-A1","STR",19,"m","m"
"STR-A1","STR",20,"m","m"
"STR-A1","STR",1,"s","s"
"STR-A1","STR",2,"s","s"
"STR-A1","STR",3,"s","s"
"STR-A1","STR",4,"s","s"
"STR-A1","STR",5,"s","s"
"STR-A1","STR",6,"s","s"
"STR-A1","STR",7,"s","s"
"STR-A1","STR",8,"s","s"
"STR-A1","STR",9,"s","s"
"STR-A1","STR",10,"s","s"
"STR-A1","STR",11,"m","m"
"STR-A1","STR",12,"m","m"
"STR-A1","STR",13,"m","m"
"STR-A1","STR",14,"m","m"
"STR-A1","STR",15,"m","m"
"STR-A1","STR",16,"m","m"
"STR-A1","STR",17,"m","m"
"STR-A1","STR",18,"m","m"
"STR-A1","STR",19,"m","m"
"STR-A1","STR",20,"m","m"
"STR-A1","STR",1,"s","s"
"STR-A1","STR",2,"s","s"
"STR-A1","STR",3,"s","s"
"STR-A1","STR",4,"s","s"
"STR-A1","STR",5,"s","s"
"STR-A1","STR",6,"s","s"
"STR-A1","STR",7,"s","s"
"STR-A1","STR",8,"s","s"
"STR-A1","STR",9,"s","s"
"STR-A1","STR",10,"s","s"
"STR-A1","STR",11,"m","m"
"STR-A1","STR",12,"m","m"
"STR-A1","STR",13,"m","m"
"STR-A1","STR",14,"m","m"
"STR-A1","STR",15,"m","m"
"STR-A1","STR",16,"m","m"
"STR-A1","STR",17,"m","m"
"STR-A1","STR",18,"m","m"
"STR-A1","STR",19,"m","m"
"STR-A1","STR",20,"m","m"
"STR-A1","STR",1,"s","s"
"STR-A1","STR",2,"s","s"
"STR-A1","STR",3,"s","s"
"STR-A1","STR",4,"s","s"
"STR-A1","STR",5,"s","s"
"STR-A1","STR",6,"s","s"
"STR-A1","STR",7,"s","s"
"STR-A1","STR",8,"s","s"
"STR-A1","STR",9,"s","s"
"STR-A1","STR",10,"s","s"
"STR-A1","STR",11,"m","m"
"STR-A1","STR",12,"m","m"
"STR-A1","STR",13,"m","m"
"STR-A1","STR",14,"m","m"
"STR-A1","STR",15,"m","m"
"STR-A1","STR",16,"m","m"
"STR-A1","STR",17,"m","m"
"STR-A1","STR",18,"m","m"
"STR-A1","STR",19,"m","m"
"STR-A1","STR",20,"m","m"
"BR1-D2","BR1",1,"u","u"
"BR1-D2","BR1",2,"d","d"
"BR1-D2","BR1",3,"u","u"
"BR1-D2","BR1",4,"u","u"
"BR1-D2","BR1",5,"m","m"
"BR1-D2","BR1",6,"m","m"
"BR1-D2","BR1",7,"m","m"
"BR1-D2","BR1",8,"m","m"
"BR1-D2","BR1",9,"m","m"
"BR1-D2","BR1",10,"m","m"
"BR1-D2","BR1",11,"d","d"
"BR1-D2","BR1",12,"d","d"
"BR1-D2","BR1",13,"d","d"
"BR1-D2","BR1",14,"d","d"
"BR1-D2","BR1",15,"d","d"
"BR1-D2","BR1",16,"d","d"
"BR1-D2","BR1",17,"d","d"
"BR1-D2","BR1",18,"d","d"
"BR1-D2","BR1",19,"d","d"
"BR1-D2","BR1",20,"d","d"
"BR2-B1","BR2",1,"p","p"
"BR2-B1","BR2",2,"p","p"
"BR2-B1","BR2",3,"p","p"
"BR2-B1","BR2",4,"u","u"
"BR2-B1","BR2",5,"d","d"
"BR2-B1","BR2",6,"u","u"
"BR2-B1","BR2",7,"u","u"
"BR2-B1","BR2",8,"u","u"
"BR2-B1","BR2",9,"u","u"
"BR2-B1","BR2",10,"u","u"
"BR2-B1","BR2",11,"u","u"
"BR2-B1","BR2",12,"d","d"
"BR2-B1","BR2",13,"p","p"
"BR2-B1","BR2",14,"p","p"
"BR2-B1","BR2",15,"p","p"
"BR2-B1","BR2",16,"p","p"
"BR2-B1","BR2",17,"p","p"
"BR2-B1","BR2",18,"p","p"
"BR2-B1","BR2",19,"u","u"
"BR2-B1","BR2",20,"d","d"
"BR2-B1","BR2",1,"u","u"
"BR2-B1","BR2",2,"u","u"
"BR2-B1","BR2",3,"u","u"
"BR2-B1","BR2",4,"u","u"
"BR2-B1","BR2",5,"u","u"
"BR2-B1","BR2",6,"u","u"
"BR2-B1","BR2",7,"u","u"
"BR2-B1","BR2",8,"u","u"
"BR2-B1","BR2",9,"u","u"
"BR2-B1","BR2",10,"u","u"
"BR2-B1","BR2",11,"u","u"
"BR2-B1","BR2",12,"u","u"
"BR2-B1","BR2",13,"d","d"
"BR2-B1","BR2",14,"p","p"
"BR2-B1","BR2",15,"p","p"
"BR2-B1","BR2",16,"p","p"
"BR2-B1","BR2",17,"p","p"
"BR2-B1","BR2",18,"p","p"
"BR2-B1","BR2",19,"p","p"
"BR2-B1","BR2",20,"p","p"
"BR2-B1","BR2",1,"u","u"
"BR2-B1","BR2",2,"u","u"
"BR2-B1","BR2",3,"u","u"
"BR2-B1","BR2",4,"u","u"
"BR2-B1","BR2",5,"u","u"
"BR2-B1","BR2",6,"u","u"
"BR2-B1","BR2",7,"u","u"
"BR2-B1","BR2",8,"u","u"
"BR2-B1","BR2",9,"u","u"
"BR2-B1","BR2",10,"u","u"
"BR2-B1","BR2",11,"u","u"
"BR2-B1","BR2",12,"d","d"
"BR2-B1","BR2",13,"p","p"
"BR2-B1","BR2",14,"p","p"
"BR2-B1","BR2",15,"p","p"
"BR2-B1","BR2",16,"p","p"
"BR2-B1","BR2",17,"u","u"
"BR2-B1","BR2",18,"d","d"
"BR2-B1","BR2",19,"p","p"
"BR2-B1","BR2",20,"d","d"
"BR2-B1","BR2",1,"u","u"
"BR2-B1","BR2",2,"u","u"
"BR2-B1","BR2",3,"u","u"
"BR2-B1","BR2",4,"u","u"
"BR2-B1","BR2",5,"u","u"
"BR2-B1","BR2",6,"u","u"
"BR2-B1","BR2",7,"u","u"
"BR2-B1","BR2",8,"u","u"
"BR2-B1","BR2",9,"u","u"
"BR2-B1","BR2",10,"u","u"
"BR2-B1","BR2",11,"u","u"
"BR2-B1","BR2",12,"d","d"
"BR2-B1","BR2",13,"p","p"
"BR2-B1","BR2",14,"p","p"
"BR2-B1","BR2",15,"p","p"
"BR2-B1","BR2",16,"p","p"
"BR2-B1","BR2",17,"p","p"
"BR2-B1","BR2",18,"p","p"
"BR2-B1","BR2",19,"u","u"
"BR2-B1","BR2",20,"d","d"
"BR2-A2","BR2",1,"p","p"
"BR2-A2","BR2",2,"p","p"
"BR2-A2","BR2",3,"p","p"
"BR2-A2","BR2",4,"u","u"
"BR2-A2","BR2",5,"d","d"
"BR2-A2","BR2",6,"p","p"
"BR2-A2","BR2",7,"p","p"
"BR2-A2","BR2",8,"f","f"
"BR2-A2","BR2",9,"f","f"
"BR2-A2","BR2",10,"f","f"
"BR2-A2","BR2",11,"f","f"
"BR2-A2","BR2",12,"f","f"
"BR2-A2","BR2",13,"f","f"
"BR2-A2","BR2",14,"f","f"
"BR2-A2","BR2",15,"f","f"
"BR2-A2","BR2",16,"d","d"
"BR2-A2","BR2",17,"d","d"
"BR2-A2","BR2",18,"d","d"
"BR2-A2","BR2",19,"d","d"
"BR2-A2","BR2",20,"d","d"
"BR2-A2","BR2",1,"p","p"
"BR2-A2","BR2",2,"p","p"
"BR2-A2","BR2",3,"p","p"
"BR2-A2","BR2",4,"u","u"
"BR2-A2","BR2",5,"d","d"
"BR2-A2","BR2",6,"p","p"
"BR2-A2","BR2",7,"p","p"
"BR2-A2","BR2",8,"f","f"
"BR2-A2","BR2",9,"f","f"
"BR2-A2","BR2",10,"f","f"
"BR2-A2","BR2",11,"f","f"
"BR2-A2","BR2",12,"f","f"
"BR2-A2","BR2",13,"f","f"
"BR2-A2","BR2",14,"f","f"
"BR2-A2","BR2",15,"f","f"
"BR2-A2","BR2",16,"f","f"
"BR2-A2","BR2",17,"d","d"
"BR2-A2","BR2",18,"d","d"
"BR2-A2","BR2",19,"d","d"
"BR2-A2","BR2",20,"d","d"
"BR2-A2","BR2",1,"p","p"
"BR2-A2","BR2",2,"p","p"
"BR2-A2","BR2",3,"p","p"
"BR2-A2","BR2",4,"u","u"
"BR2-A2","BR2",5,"d","d"
"BR2-A2","BR2",6,"p","p"
"BR2-A2","BR2",7,"p","p"
"BR2-A2","BR2",8,"f","f"
"BR2-A2","BR2",9,"f","f"
"BR2-A2","BR2",10,"f","f"
"BR2-A2","BR2",11,"f","f"
"BR2-A2","BR2",12,"f","f"
"BR2-A2","BR2",13,"f","f"
"BR2-A2","BR2",14,"f","f"
"BR2-A2","BR2",15,"f","f"
"BR2-A2","BR2",16,"f","f"
"BR2-A2","BR2",17,"d","d"
"BR2-A2","BR2",18,"d","d"
"BR2-A2","BR2",19,"d","d"
"BR2-A2","BR2",20,"u","u"
"BR2-A2","BR2",1,"p","p"
"BR2-A2","BR2",2,"p","p"
"BR2-A2","BR2",3,"p","p"
"BR2-A2","BR2",4,"u","u"
"BR2-A2","BR2",5,"d","d"
"BR2-A2","BR2",6,"p","p"
"BR2-A2","BR2",7,"p","p"
"BR2-A2","BR2",8,"f","f"
"BR2-A2","BR2",9,"f","f"
"BR2-A2","BR2",10,"f","f"
"BR2-A2","BR2",11,"f","f"
"BR2-A2","BR2",12,"f","f"
"BR2-A2","BR2",13,"f","f"
"BR2-A2","BR2",14,"f","f"
"BR2-A2","BR2",15,"f","f"
"BR2-A2","BR2",16,"d","d"
"BR2-A2","BR2",17,"d","d"
"BR2-A2","BR2",18,"d","d"
"BR2-A2","BR2",19,"d","d"
"BR2-A2","BR2",20,"u","u"
"CCE-B3","CCE",1,"p","u"
"CCE-B3","CCE",2,"p","u"
"CCE-B3","CCE",3,"p","u"
"CCE-B3","CCE",4,"u","u"
"CCE-B3","CCE",5,"u","u"
"CCE-B3","CCE",6,"p","d"
"CCE-B3","CCE",7,"m","s"
"CCE-B3","CCE",8,"m","s"
"CCE-B3","CCE",9,"m","m"
"CCE-B3","CCE",10,"m","m"
"CCE-B3","CCE",11,"m","m"
"CCE-B3","CCE",12,"m","f"
"CCE-B3","CCE",13,"m","f"
"CCE-B3","CCE",14,"m","f"
"CCE-B3","CCE",15,"d","d"
"CCE-B3","CCE",16,"d","d"
"CCE-B3","CCE",17,"u","f"
"CCE-B3","CCE",18,"d","f"
"CCE-B3","CCE",19,"u","f"
"CCE-B3","CCE",20,"d","f"
"TIS-A1","TIS",1,"p","p"
"TIS-A1","TIS",2,"p","p"
"TIS-A1","TIS",3,"p","p"
"TIS-A1","TIS",4,"p","p"
"TIS-A1","TIS",5,"p","p"
"TIS-A1","TIS",6,"p","p"
"TIS-A1","TIS",7,"u","u"
"TIS-A1","TIS",8,"d","d"
"TIS-A1","TIS",9,"p","p"
"TIS-A1","TIS",10,"p","p"
"TIS-A1","TIS",11,"p","p"
"TIS-A1","TIS",12,"p","p"
"TIS-A1","TIS",13,"p","p"
"TIS-A1","TIS",14,"p","p"
"TIS-A1","TIS",15,"p","p"
"TIS-A1","TIS",16,"d","d"
"TIS-A1","TIS",17,"d","d"
"TIS-A1","TIS",18,"p","p"
"TIS-A1","TIS",19,"p","p"
"TIS-A1","TIS",20,"p","p"
"TIS-A1","TIS",1,"p","p"
"TIS-A1","TIS",2,"p","p"
"TIS-A1","TIS",3,"p","p"
"TIS-A1","TIS",4,"p","p"
"TIS-A1","TIS",5,"p","p"
"TIS-A1","TIS",6,"u","u"
"TIS-A1","TIS",7,"d","d"
"TIS-A1","TIS",8,"p","p"
"TIS-A1","TIS",9,"p","p"
"TIS-A1","TIS",10,"p","p"
"TIS-A1","TIS",11,"p","p"
"TIS-A1","TIS",12,"p","p"
"TIS-A1","TIS",13,"p","p"
"TIS-A1","TIS",14,"p","p"
"TIS-A1","TIS",15,"p","p"
"TIS-A1","TIS",16,"d","d"
"TIS-A1","TIS",17,"d","d"
"TIS-A1","TIS",18,"p","p"
"TIS-A1","TIS",19,"p","p"
"TIS-A1","TIS",20,"p","p"
"TIS-A1","TIS",1,"p","p"
"TIS-A1","TIS",2,"p","p"
"TIS-A1","TIS",3,"p","p"
"TIS-A1","TIS",4,"p","p"
"TIS-A1","TIS",5,"p","p"
"TIS-A1","TIS",6,"p","p"
"TIS-A1","TIS",7,"d","d"
"TIS-A1","TIS",8,"d","d"
"TIS-A1","TIS",9,"p","p"
"TIS-A1","TIS",10,"p","p"
"TIS-A1","TIS",11,"p","p"
"TIS-A1","TIS",12,"p","p"
"TIS-A1","TIS",13,"p","p"
"TIS-A1","TIS",14,"p","p"
"TIS-A1","TIS",15,"p","p"
"TIS-A1","TIS",16,"d","d"
"TIS-A1","TIS",17,"d","d"
"TIS-A1","TIS",18,"p","p"
"TIS-A1","TIS",19,"p","p"
"TIS-A1","TIS",20,"p","p"
"TIS-A1","TIS",1,"p","p"
"TIS-A1","TIS",2,"p","p"
"TIS-A1","TIS",3,"p","p"
"TIS-A1","TIS",4,"p","p"
"TIS-A1","TIS",5,"p","p"
"TIS-A1","TIS",6,"u","u"
"TIS-A1","TIS",7,"d","d"
"TIS-A1","TIS",8,"u","u"
"TIS-A1","TIS",9,"u","u"
"TIS-A1","TIS",10,"u","u"
"TIS-A1","TIS",11,"u","u"
